"","geography","periodicity","seasonadj","geo_level","ind_level","industry","ownercode","sex","agegrp","race","ethnicity","education","firmage","firmsize","year","quarter","Emp","EmpEnd","EmpS","EmpTotal","EmpSpv","HirA","HirN","HirR","Sep","HirAEnd","SepBeg","HirAEndRepl","HirAEndR","SepBegR","HirAEndReplR","HirAS","HirNS","SepS","SepSnx","TurnOvrS","FrmJbGn","FrmJbLs","FrmJbC","FrmJbGnS","FrmJbLsS","FrmJbCS","EarnS","EarnBeg","EarnHirAS","EarnHirNS","EarnSepS","Payroll","state","Open.State.MOU","Abbr","Name","Ag..Abbr","Ag..Name","Option","Version"
"275",17,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,26623,26632,25717,28313,25988,1690,887,803,1682,915,906,569,0.034,0.034,0.021,575,540,845,607,0.023,346,346,0,223,480,-256,9729,9792,7031,7152,8823,814796946,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"276",17,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,171710,173444,152863,203873,151880,32162,24916,7247,30429,20581,18847,8014,0.119,0.109,0.046,13154,9730,12171,12937,0.085,12567,10928,1639,8396,7422,973,4680,4391,3441,3464,3427,2429906076,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"277",17,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,581070,583938,551754,621049,551575,39979,33468,6511,37112,32184,29316,16889,0.055,0.05,0.029,23983,21450,23804,28286,0.047,15295,12322,2973,11322,11200,122,5863,5732,3703,3670,4441,10334147046,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"278",17,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,296748,299983,279347,321625,278002,24877,21578,3299,21642,20636,17401,9963,0.069,0.058,0.033,15655,13851,14311,16764,0.058,10673,7574,3099,8372,7067,1305,6450,6297,4109,4025,5157,5840925207,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"279",17,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,606335,579743,520326,682107,516053,75772,67186,8586,102364,59417,86009,39803,0.1,0.145,0.067,57892,52986,53619,56286,0.11,19614,47074,-27460,23926,20482,3444,2508,2267,1344,1324,1561,4237897651,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"280",17,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,232957,232324,212962,258850,211816,25893,22214,3679,26525,19362,19995,11588,0.083,0.086,0.05,14549,12493,13404,15613,0.071,7774,8682,-908,6258,5010,1248,4155,3922,2495,2499,2896,2949525553,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"281",17,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,110258,111980,102523,122272,102084,12014,9661,2353,10292,9457,7735,4622,0.085,0.07,0.042,6731,6022,6292,7341,0.069,4835,3140,1695,3025,2650,376,6621,6387,3663,3853,4767,2191266957,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"282",17,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,281651,282563,266723,303629,266853,21978,19482,2497,21067,15840,14928,8297,0.056,0.053,0.029,12805,11916,12934,14715,0.052,7543,6630,913,5929,6072,-144,11714,11361,5822,5654,7475,9729538380,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"283",17,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,70762,71965,65132,79404,65097,8641,7420,1222,7438,6833,5630,3204,0.096,0.079,0.045,4491,4018,4456,5085,0.074,3629,2440,1189,2401,2385,16,5401,5123,3015,2978,3449,1156370190,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"284",17,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,376754,386044,347401,428509,342430,51756,41910,9846,42466,38643,29353,15993,0.101,0.077,0.042,27470,22015,22499,28569,0.081,22650,13603,9048,16114,10976,5138,7494,7178,4470,4829,5121,8604672624,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"285",17,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,105878,104898,98770,113589,100635,7711,5830,1881,8691,6128,7108,3432,0.058,0.067,0.033,4268,4006,6132,5495,0.049,2696,3914,-1218,1354,3459,-2105,11019,10772,6116,5869,10229,3537185333,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"286",17,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,390111,394183,308364,539419,302274,149308,132954,16354,145235,85819,81747,61211,0.219,0.208,0.156,49311,41393,43221,51983,0.164,24608,20394,4214,16428,10539,5890,3235,2750,1963,1980,2011,3529123682,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"287",17,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,540915,545552,512624,584980,489217,44065,28615,15450,39427,32928,28291,19884,0.061,0.052,0.037,41408,25936,18001,51907,0.091,13044,8186,4859,27551,4392,23159,3909,3767,1540,1827,1839,6215263887,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"288",17,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,752385,760279,696375,832513,692110,80129,64688,15441,72234,63904,56010,38835,0.084,0.074,0.051,48872,43885,44607,57248,0.076,25069,16957,8112,19698,15288,4409,3666,3494,2339,2300,2881,8233127798,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"289",17,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,94977,97186,84903,111585,81991,16608,12014,4594,14399,12283,10074,7051,0.128,0.105,0.073,9608,7470,6696,9895,0.115,5232,3086,2147,5016,2225,2791,2331,2180,1421,1492,1283,667211448,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"290",17,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,452158,455618,387996,542953,382755,90795,79967,10828,87335,67622,64162,43712,0.149,0.141,0.096,49325,44683,44084,55951,0.136,23910,20236,3674,21430,15964,5466,1564,1420,1093,1090,1099,2074567212,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"291",17,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,197181,200961,180289,224710,178002,27529,22564,4965,23749,20672,16892,9396,0.104,0.085,0.047,14837,12274,12550,16255,0.086,11276,7527,3749,9069,6861,2208,3476,3289,1971,2078,2074,2031882317,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"292",17,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,214275,219627,205888,232625,204494,18350,8956,9394,12999,13739,8387,5973,0.063,0.039,0.028,8191,5760,6797,8604,0.041,7766,2858,4908,3863,2276,1587,4724,4639,2856,2605,3300,3163871073,"IL",NA,"IL","Illinois","ILDES","Illinois Department of Employment Security","A",1
"294",18,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,12728,13228,11607,14844,11574,2115,1667,448,1616,1621,1121,624,0.125,0.086,0.048,856,642,823,876,0.075,997,456,541,483,439,44,3061,2892,2048,2140,2143,114757429,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"295",18,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,6476,6843,6162,7223,6179,747,443,304,380,681,314,125,0.102,0.047,0.019,222,208,239,321,0.044,556,148,407,126,135,-10,5898,5710,4572,4593,4555,113213341,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"296",18,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,16130,16026,15609,16724,15754,594,409,185,697,417,521,274,0.026,0.032,0.017,353,333,498,412,0.025,143,233,-91,104,239,-135,8521,8423,4938,4965,7457,408919936,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"297",18,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,109394,111688,96302,132067,96556,22673,18160,4514,20379,15386,13092,6342,0.139,0.118,0.057,8111,6549,8364,8861,0.088,9044,6951,2094,4563,4845,-283,3920,3673,2993,3022,3025,1325411815,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"298",18,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,502184,508100,472321,548975,471031,46791,40870,5921,40875,35779,29863,21155,0.071,0.059,0.042,24141,22383,22852,26317,0.053,14624,8821,5804,10046,8750,1296,5355,5165,3335,3326,3590,7977868042,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"299",18,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,114646,116273,107495,125310,107488,10664,9388,1276,9037,8778,7151,4034,0.076,0.062,0.035,5804,5337,5797,6609,0.058,4744,3097,1647,3073,3037,36,5160,4973,3231,3257,3942,1794421213,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"300",18,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,312628,303712,270903,355379,265281,42751,38573,4178,51667,32809,41725,24287,0.106,0.135,0.079,30685,27911,25063,31238,0.114,8522,17908,-9386,12328,6480,5849,2226,2008,1237,1228,1354,1950451121,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"301",18,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,117694,116666,105178,133089,104501,15395,13743,1652,16423,11488,12516,7086,0.098,0.107,0.06,8947,7913,8270,9283,0.087,4402,5434,-1033,3581,2902,679,3316,3085,2303,2260,2442,1164327507,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"302",18,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,41821,41581,38671,45546,38834,3726,3112,613,3965,2910,3150,1763,0.07,0.076,0.042,2391,2206,2553,2580,0.064,1147,1334,-186,1031,1178,-147,4200,4031,2572,2609,2970,524117068,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"303",18,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,89996,92038,84771,98998,84756,9002,6529,2473,6960,7267,5225,2774,0.08,0.057,0.03,4439,4186,4424,4628,0.053,4493,2420,2073,2212,2197,14,6445,6259,3311,3315,4721,1779036772,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"304",18,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,32623,32968,29530,36830,29649,4207,3726,481,3862,3438,3093,1861,0.105,0.094,0.057,2286,2120,2406,2519,0.081,1577,1233,344,1173,1284,-110,3756,3567,2171,2185,2337,366732398,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"305",18,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,101667,106983,93851,118749,90874,17083,13623,3460,11766,13132,7816,4169,0.126,0.075,0.04,8783,6824,5806,8223,0.091,8963,3601,5362,6348,3197,3152,5044,4832,3161,3605,3412,1568309633,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"306",18,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,33116,33207,30690,36289,30586,3173,2796,377,3082,2517,2426,1694,0.076,0.073,0.051,1927,1801,1823,2211,0.067,823,741,82,583,491,92,7288,6964,3173,3122,4507,710323641,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"307",18,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,170537,168806,122571,249505,121842,78968,71618,7350,80699,46235,47966,35676,0.272,0.283,0.21,23504,21546,22776,25462,0.2,10559,12729,-2170,6368,5631,737,2482,1992,1660,1691,1701,1156239116,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"308",18,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,249403,254227,233782,276905,226540,27502,15730,11772,22678,20445,15621,9804,0.081,0.062,0.039,18194,8960,10951,21526,0.085,10641,5500,5141,11306,4581,6725,3451,3300,1845,1299,1892,2505974898,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"309",18,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,395379,395677,364507,434763,363712,39385,35301,4083,39087,31170,30872,22496,0.079,0.078,0.057,25008,23153,24214,26844,0.071,8674,8365,310,8582,7662,920,3637,3448,2194,2221,2173,4222331477,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"310",18,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,35890,34903,31016,41413,30667,5523,4433,1089,6510,3887,4874,2342,0.11,0.138,0.066,3015,2378,2666,3652,0.107,1545,2442,-898,1448,1114,334,2693,2452,1255,1308,1462,284906954,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"311",18,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,240340,242599,198036,301779,194086,61438,54761,6677,59180,44563,42304,31470,0.185,0.175,0.13,30905,26988,26955,34604,0.165,13093,10607,2487,12284,8554,3730,1258,1114,894,868,894,864676846,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"312",18,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,80070,81889,71672,93769,71359,13698,11493,2205,11880,10217,8398,4850,0.126,0.104,0.06,6459,5661,6146,7501,0.097,5367,3632,1735,3660,3378,282,2465,2299,1559,1590,1520,588731044,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"313",18,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,105265,104827,100457,110777,100759,5512,4387,1125,5950,4370,4808,2804,0.042,0.046,0.027,3807,3002,4109,4408,0.041,1566,2058,-493,1403,1805,-402,3458,3384,2265,2242,2480,1074623728,"IN",NA,"IN","Indiana","INWD","Indiana Workforce Development","A",2
"315",19,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,16747,17666,15166,20086,14992,3339,2742,597,2420,2500,1581,1078,0.145,0.092,0.063,1281,1092,1107,1351,0.087,1422,524,898,698,527,170,3415,3210,2231,2353,2208,173440109,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"316",19,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,1982,1961,1892,2061,1891,79,67,12,100,69,90,43,0.035,0.046,0.022,77,66,76,98,0.046,26,46,-21,41,40,1,3682,3581,3707,3759,2495,20309894,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"317",19,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,7693,7760,7477,8013,7505,320,260,61,254,283,216,120,0.037,0.028,0.016,166,151,194,228,0.026,163,92,71,74,102,-27,7021,6954,4620,4730,6341,170293129,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"318",19,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,63111,64851,56227,74845,55590,11734,10048,1686,9993,8624,6884,3177,0.135,0.108,0.05,5060,4464,4423,5062,0.09,5447,3641,1806,3258,2586,672,3818,3577,3420,3551,3009,740064852,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"319",19,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,218738,220329,207148,235049,207205,16311,13701,2610,14720,13181,11590,7848,0.06,0.053,0.036,9264,8652,9321,10902,0.049,5333,3904,1429,3599,3671,-72,4588,4470,3033,3060,3395,3067652016,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"320",19,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,67970,68820,64194,73453,63840,5483,4422,1061,4633,4626,3776,2094,0.068,0.055,0.031,3373,3017,3019,3841,0.056,2532,1684,847,1834,1488,346,5055,4901,2986,3024,3443,1033500898,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"321",19,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,175303,172578,154250,198354,151276,23051,19509,3542,25776,18328,21053,12870,0.105,0.121,0.074,16767,15256,13793,17337,0.111,5458,8313,-2856,7116,3902,3214,2149,1964,1256,1150,1240,1080153654,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"322",19,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,56054,55615,49655,63671,49052,7617,6760,857,8056,5960,6399,4200,0.107,0.115,0.075,4644,4103,4041,4899,0.096,1760,2142,-381,1659,1080,579,3386,3135,2259,2296,2471,543598725,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"323",19,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,26230,26475,24492,28706,24001,2477,2020,457,2231,1983,1738,1116,0.075,0.066,0.042,1882,1260,1391,1875,0.077,867,652,215,1117,585,532,4438,4295,2997,2609,2967,354783652,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"324",19,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,86757,88435,82957,93244,82785,6487,5833,654,4809,5478,3800,2067,0.063,0.043,0.024,3563,3095,3392,3952,0.045,3411,1664,1747,1688,1609,79,6789,6618,3706,3576,4564,1823329765,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"325",19,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,13023,13655,11833,15130,11766,2107,1907,200,1476,1822,1190,623,0.137,0.089,0.047,974,904,906,942,0.081,1199,636,563,615,571,44,3821,3602,2070,2124,2439,155723708,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"326",19,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,46969,49784,43887,54087,42834,7118,5337,1781,4302,5897,3082,1476,0.122,0.064,0.031,3504,2542,2451,3641,0.081,4421,1603,2818,2524,1494,1030,4902,4736,3271,3621,3197,699984132,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"327",19,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,18084,18208,16861,19740,16790,1656,1462,194,1532,1347,1223,888,0.074,0.067,0.049,1051,989,980,1362,0.072,459,326,133,421,341,81,5292,5044,3017,3070,3920,292340601,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"328",19,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,66767,67399,50539,93710,49738,26943,24357,2586,26312,16860,16228,12170,0.251,0.242,0.181,9108,8063,8306,9692,0.186,4690,4185,505,2916,2097,820,2474,2058,1738,1718,1675,469789608,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"329",19,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,151693,153256,144556,163543,137617,11850,7474,4376,10286,8700,7137,5771,0.057,0.047,0.038,10890,5522,3952,14657,0.088,2929,1322,1608,7428,354,7074,3313,3192,786,1138,1357,1476040794,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"330",19,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,213377,214253,196372,235230,195935,21854,18875,2978,20978,17881,17005,11251,0.084,0.08,0.053,14065,12714,13627,17691,0.081,6630,5748,882,5518,5318,200,3453,3285,2006,1958,2968,2165281569,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"331",19,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,15809,16022,13583,19395,13343,3586,2745,841,3374,2439,2226,1171,0.153,0.14,0.074,1574,1238,1334,1995,0.131,1268,1000,268,858,626,232,1623,1513,1263,1432,1146,81074840,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"332",19,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,112536,113910,93581,140347,92202,27811,24196,3615,26437,20329,18955,13181,0.18,0.167,0.116,13617,12628,12238,16348,0.16,7148,5659,1488,5965,4562,1403,1243,1107,871,868,879,409744998,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"333",19,"Q","U","S","S","81","A00",0,"A00","A0","A0","E0",0,0,2014,1,43385,44503,39518,49841,38864,6456,5228,1228,5337,4985,3867,2223,0.113,0.088,0.051,3435,2930,2781,4324,0.098,2762,1628,1135,2109,1456,653,2448,2304,1322,1426,1444,313486537,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"334",19,"Q","U","S","S","92","A00",0,"A00","A0","A0","E0",0,0,2014,1,59939,60498,57627,63724,57377,3786,2278,1508,3227,2871,2312,1384,0.048,0.038,0.023,2053,1651,1803,2575,0.04,1487,880,607,909,671,238,3881,3803,2049,2209,2442,678857415,"IA",NA,"IA","Iowa","IA","Iowa Workforce Development","A",2
"336",20,"Q","U","S","S","11","A00",0,"A00","A0","A0","E0",0,0,2014,1,10646,11285,9660,12729,9588,2083,1648,435,1444,1625,986,588,0.148,0.09,0.054,772,689,701,790,0.081,1037,419,618,438,372,66,3042,2888,2449,2558,2337,97931535,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"337",20,"Q","U","S","S","21","A00",0,"A00","A0","A0","E0",0,0,2014,1,10230,10421,9068,12319,9048,2089,1900,189,1898,1353,1162,820,0.131,0.113,0.079,763,685,742,950,0.094,533,337,197,384,347,36,4847,4542,3764,3795,4200,152034766,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"338",20,"Q","U","S","S","22","A00",0,"A00","A0","A0","E0",0,0,2014,1,9951,9763,9441,10387,9650,436,333,103,624,322,510,186,0.033,0.052,0.019,261,213,469,300,0.03,136,303,-168,119,312,-193,6905,6918,4743,4688,6554,204702587,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"339",20,"Q","U","S","S","23","A00",0,"A00","A0","A0","E0",0,0,2014,1,55769,57903,48241,69658,48107,13888,12369,1520,11754,9662,7528,3919,0.17,0.132,0.069,4902,4348,4768,5497,0.108,5743,3695,2049,2859,2777,83,3779,3533,3474,3557,3692,664000020,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"340",20,"Q","U","S","S","31-33","A00",0,"A00","A0","A0","E0",0,0,2014,1,163088,163350,153463,176035,153082,12946,11178,1769,12685,9887,9625,6533,0.061,0.059,0.04,7908,7347,7526,8273,0.053,3354,3097,257,2999,2641,358,4658,4518,3039,3046,3729,2243176738,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"341",20,"Q","U","S","S","42","A00",0,"A00","A0","A0","E0",0,0,2014,1,59923,61696,56094,66484,55789,6561,5998,563,4788,5602,3829,2251,0.092,0.063,0.037,3386,3183,3080,3671,0.063,3351,1639,1712,1927,1619,308,5374,5210,4001,4082,3799,978850669,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"342",20,"Q","U","S","S","44-45","A00",0,"A00","A0","A0","E0",0,0,2014,1,142276,139547,122463,164303,120061,22028,19749,2278,24756,17084,19813,11781,0.121,0.141,0.084,14379,13467,11977,15320,0.121,5303,7887,-2584,5499,3188,2311,2185,1969,1201,1208,1348,890964343,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"343",20,"Q","U","S","S","48-49","A00",0,"A00","A0","A0","E0",0,0,2014,1,42617,41962,37839,48135,37448,5518,5058,460,6172,4123,4778,2674,0.097,0.113,0.063,3254,3026,2863,3414,0.088,1449,2085,-636,1336,947,389,3559,3300,2284,2259,2531,440611648,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"344",20,"Q","U","S","S","51","A00",0,"A00","A0","A0","E0",0,0,2014,1,29087,29002,27398,31103,27320,2016,1740,276,2101,1604,1689,1069,0.055,0.058,0.037,1448,1371,1370,1642,0.056,535,613,-79,581,509,72,6441,6204,3052,3067,4221,573869922,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"345",20,"Q","U","S","S","52","A00",0,"A00","A0","A0","E0",0,0,2014,1,55980,56295,52643,60511,52937,4532,4074,458,4216,3652,3337,1844,0.065,0.059,0.033,2637,2537,2931,2868,0.052,1808,1461,348,1216,1479,-263,6230,6022,3671,3676,4500,1033890122,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"346",20,"Q","U","S","S","53","A00",0,"A00","A0","A0","E0",0,0,2014,1,13951,14239,12590,15999,12528,2048,1842,206,1760,1649,1361,804,0.117,0.097,0.057,1105,1035,1043,1201,0.092,845,552,294,602,537,65,3172,2976,2223,2235,2257,131052664,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"347",20,"Q","U","S","S","54","A00",0,"A00","A0","A0","E0",0,0,2014,1,66717,69115,60841,77086,59936,10369,8533,1836,7972,8274,5876,3249,0.122,0.087,0.048,5339,4452,4434,5531,0.089,5025,2636,2389,3120,2233,887,5281,5038,3726,4017,3991,1074118314,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"348",20,"Q","U","S","S","55","A00",0,"A00","A0","A0","E0",0,0,2014,1,18547,18624,17395,20065,17345,1518,1364,154,1441,1229,1152,908,0.066,0.062,0.049,954,912,904,1074,0.058,321,244,77,249,207,42,6783,6547,3130,3170,4378,387660947,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"349",20,"Q","U","S","S","56","A00",0,"A00","A0","A0","E0",0,0,2014,1,77326,77000,59436,108121,59488,30795,27635,3160,31122,17564,17890,12222,0.228,0.232,0.158,9460,8661,9513,10327,0.166,5342,5548,-206,3355,3349,6,3207,2677,2122,2196,1885,689381952,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"350",20,"Q","U","S","S","61","A00",0,"A00","A0","A0","E0",0,0,2014,1,144709,145379,137743,155836,132575,11127,7238,3889,10457,7636,6966,5685,0.053,0.048,0.039,9323,5305,4155,14964,0.088,1951,1248,703,5761,493,5268,2962,2855,809,1122,1387,1233381148,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"351",20,"Q","U","S","S","62","A00",0,"A00","A0","A0","E0",0,0,2014,1,184588,187327,168883,207340,167624,22753,18948,3805,20014,18444,15705,12088,0.099,0.084,0.065,13487,12565,12228,14439,0.083,6356,3490,2866,4742,3401,1341,3340,3145,2024,2050,1942,1803958682,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"352",20,"Q","U","S","S","71","A00",0,"A00","A0","A0","E0",0,0,2014,1,17320,17904,15206,20795,14905,3474,2691,783,2891,2698,2114,1627,0.153,0.12,0.092,1700,1405,1398,2060,0.124,1071,489,582,774,456,318,1583,1455,839,881,921,78704046,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
"353",20,"Q","U","S","S","72","A00",0,"A00","A0","A0","E0",0,0,2014,1,101879,103480,82785,131088,81767,29209,26559,2650,27608,20695,19094,14724,0.202,0.186,0.143,13166,12353,12148,15632,0.174,5971,4401,1570,4875,3849,1026,1285,1127,898,900,917,377421843,"KS",NA,"KS","Kansas","KSDOL","Kansas Department of Labor","A",2
